Product,Description,Job Level,Language,Assessment Length
Graduate Scenarios Profile Report,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,",,
Hibernate (New),"Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5
HIPAA (Security),"The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup.","Front Line Manager, Manager,","English (USA),",Approximate Completion Time in minutes = 15 to 35
HiPo Assessment Report 1.0,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This version is used in regions where normed data for Verify Gen 1 and UCF 1 continue to provide the most relevant benchmarks, offering organizations proven insights for high-potential identification and talent development.",,,
HiPo Assessment Report 2.0,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This report equips organizations with data-driven insights for identifying and developing future leaders, helping to ensure long-term organizational success.",,,
HiPo Unlocking Potential Report 2.0,"This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it provides a detailed analysis of managerial and leadership potential.",,,
Housekeeping (New),"Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks.","Entry-Level, Front Line Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 7
HTML/CSS (New),Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
HTML5 (New),Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
Human Resources (New),"Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning, training and development, performance appraisal, compensation management, etc. It also evaluates the candidate’s understanding of organizational behavior in different organizational structures.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 8
IBM DataStage (New),"Multi-choice test that measures the knowledge on the concepts of Data Warehouse fundamentals, DataStage fundamentals, DataStage stages and, DataStage Designer & Director.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 15
IBM Sterling Order Management System (New),"Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory reservations, etc.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13
Industrial Engineering (New),"Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
Informatica (Architecture) (New),"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Informatica (Developer) (New),"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
Instrumentation Engineering (New),"Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
Interpersonal Communications,"This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, Intercultural Communication, Interpersonal Communication, Interviewing and Communication, Intrapersonal Communication, Listening, Nonverbal Communication, Technology in Communication, Verbal Communication, and Language.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 15 to 35
Interviewing and Hiring Concepts (U.S.),"The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing  and hiring process. Designed for all employees and hiring managers, this test covers the following topics: Behavior Traits, Behavioral Interviewing, Candidate Fit, Interview Quality Control, Job Analysis, Legal Compliance, Probing Skills, Screening, Situational Interviews, and Types of Interviews.","Front Line Manager, Manager,","English (USA),",Approximate Completion Time in minutes = 15 to 35
iOS Development (New),"Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7
ITIL (IT Infrastructure Library) (New),"Multi-choice test that measures the knowledge of capacity management, change management and problem management.","Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 8
Java 2 Platform Enterprise Edition 1.4 Fundamental,"The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Development, and Web Service Development.","Entry-Level, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 30
Java 8 (New),"Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 18
Java Design Patterns (New),Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5
Java Frameworks (New),"Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 17
Java Platform Enterprise Edition 7 (Java EE 7),"The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Resource Management, Web Services, Webapp Control and View Technologies, and Webapp Technology.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 30
Java Web Services (New),"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
JavaScript (New),Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
Jenkins (New),"Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 6
Job Control Language (New),"Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
jQuery (New),"Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Kubernetes (New),"Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 6
Linux Administration (New),Multi-choice test that measures knowledge of the Linux operating system and its application in system administration and network administration.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Linux Operating System,"Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management.","Entry-Level, General Population, Graduate, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 15
Linux Programming (General),"The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the following topics: AutoConf/AutoMake, Makefiles, C Programming, C++, Debugging Programs, Linux Programming Concepts, Platform Independence, Revision Control, RPC/CORBA, and X Programming.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 25
Load Runner (New),"Multi-choice test that measures the knowledge on the concepts of Load Runner architecture & installation, virtual user generator (VUGEN), controller, monitoring scenario and result analysis.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 6
Management Scenarios,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Italian, English International, Korean, Arabic,",Approximate Completion Time in minutes = Untimed
Managerial Scenarios Candidate Report,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",,
Managerial Scenarios Narrative Report,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",,
Managerial Scenarios Profile Report,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",,
Manual Testing (New),"Multi-choice test that measures the knowledge of the software testing life cycle, testing tools and techniques, design of test cases and generation of test reports.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Manufac. & Indust. - Mechanical & Vigilance 8.0,"The Manufacturing & Industrial Mechanical & Vigilance Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie successful and safe performance in an 
industrial/manufacturing setting. This solution assesses process monitoring, mechanical 
comprehension and other foundational behaviors including behaving safely in the workplace; 
applying domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers and Fitters, Maintenance/Repair Workers, Surveillance, and Quality Assurance 
Workers.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 49
Manufac. & Indust. - Safety & Dependability 8.0,"The Manufacturing & Industrial Safety & Dependability Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie safe performance in a work setting. This solution 
assesses foundational behaviors including behaving safely in the workplace; complying with 
rules and regulations; applying domain-related expertise; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Laborers/Warehouse Workers, Assemblers & Fitters, Maintenance/Repair Workers, 
Dispatchers, Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship 
Loaders","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), German, Latin American Spanish, French, English International, Chinese Simplified, Italian, Japanese,",Approximate Completion Time in minutes = 16
Manufacturing & Industrial - Essential Focus 8.0,"The Manufacturing & Industrial Essential 8.0 Job-Focused Assessment measures the behaviors 
that underlie successful and safe performance in an industrial/manufacturing setting. This 
solution assesses foundational behaviors including behaving safely in the workplace; applying 
domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machining and Equipment Operators, 
Laborer/Warehouse, Assemblers and Fitters, Maintenance/Repair Workers, Dispatchers, 
Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship Loaders.","Mid-Professional, Professional Individual Contributor, Entry-Level, Graduate, Manager,","English International, French, English (USA), Chinese Simplified, Italian, Japanese, Latin American Spanish, German,",Approximate Completion Time in minutes = 16
Manufacturing & Industrial - Mechanical Focus 8.0,"The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses mechanical comprehension and other foundational behaviors 
including behaving safely in the workplace; applying domain-related expertise; offering 
practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers and Fitters, and Maintenance/Repair Workers.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), English International, Italian, Japanese, Latin American Spanish, Chinese Simplified,",Approximate Completion Time in minutes = 31
Manufacturing & Industrial - Vigilance Focus 8.0,"The Manufacturing and Industrial Vigilance Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses process monitoring and other foundational behaviors including 
behaving safely in the workplace; applying domain-related expertise; offering practical 
solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers & Fitters, Maintenance/ Repair Workers, Dispatchers, Surveillance, Quality 
Assurance Workers","Entry-Level, Mid-Professional, Professional Individual Contributor, Graduate, Manager,","English (USA),",Approximate Completion Time in minutes = 34
Marketing (New),"Multi-choice test that measures the conceptual knowledge of marketing principles, market research, consumer behavior, brand management, sales management, channel management and advertisement management.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 9
Maven (New),"Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7
Mechanical Engineering (New),"Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7
Mechatronics Engineering (New),"Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 19
Medical Terminology (New),"Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 3
Metallurgical Engineering (New),"Multi-choice test that measures the knowledge of process metallurgy, industrial metallurgy and physical metallurgy.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10
Global Skills Development Report,"This report is designed to be given to individuals who have completed the Global Skills Assessment (GSA). With coverage across the Great 8 Domains, this measure of self-reported behaviors offers a complete overview of their current skills. Participants receive actionable tips on leveraging their top skill strengths and how they might develop their growth skills.","Director, Entry-Level, Executive, General Population, Graduate, Manager, Mid-Professional, Front Line Manager, Supervisor,",,
.NET Framework 4.5,"The.NET Framework 4.5 test measures knowledge of .NET environment. Designed for experienced users, this test covers the following topics: Application Development, Application Foundation, Data Modeling, Deployment, Diagnostics, Performance, Portability, and Security.","Professional Individual Contributor, Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 30
.NET MVC (New),"Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 17
.NET MVVM (New),"Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5
.NET WCF (New),"Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
.NET WPF (New),"Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF applications.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
.NET XAML (New),"Multi-choice test that measures the knowledge of XAML triggers, data binding, custom controls and layouts.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5
Accounts Payable (New),"Multiple-choice test that measures the knowledge of processing payables and vendor invoices, and the posting of journal entries.","Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
Accounts Payable Simulation (New),Simulated data entry test that measures the ability to process payables and vendor invoices.,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
Accounts Receivable (New),Multiple-choice test that measures the knowledge of processing receivables and invoices.,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13
Accounts Receivable Simulation (New),Simulated data entry test that measures the ability to process receivables and invoices.,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
ADO.NET (New),"Multi-choice test that measures the knowledge on the concepts of ADO.NET architecture, components and data provider objects.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Microsoft Windows Server 2012 Administration,"The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 35
Microsoft Word 365 - Essentials (New),"The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 25
Microsoft Word 365 (New),"The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 35
Mineral Engineering (New),"Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 12
Mining Engineering (New),"Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 16
Mobility (New),Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
Molecular Biology (New),"Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 6
MongoDB (New),"Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7
Motivation Questionnaire MQM5,"By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Latin American Spanish, Portuguese (Brazil), Latvian, Danish, Indonesian, Swedish, Turkish, Portuguese, French (Canada), Japanese, Chinese Traditional, Flemish, French (Belgium), Spanish, Finnish, French, German, Greek, Italian, Polish, Romanian, Russian, English International, English (USA), Chinese Simplified, Dutch, Hungarian, Norwegian, Czech, Slovak, English (Australia), Arabic, Korean,","Approximate Completion Time in minutes = Untimed, approx. 25"
MQ Candidate Motivation Report,The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work.,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA), Chinese Simplified,",
MQ Employee Motivation Report,"The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of tips and suggestions for managing the employee’s strongest motivators and demotivators.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Chinese Simplified, English International, English (USA),",
MQ Motivation Report Pack,"The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees.","General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,","Chinese Simplified, English International, English (USA),",
MQ Profile,"The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Italian, Norwegian, Polish, Portuguese, Russian, Swedish, English International, English (USA), Romanian, Indonesian, Turkish, Chinese Simplified, Hungarian,",
MS Access (New),Multi-choice test that measures the knowledge and basic understanding of MS Access programming.,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 7
MS Excel (New),"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), Spanish, French, Portuguese (Brazil),",Approximate Completion Time in minutes = 6
MS Office Basic Computer Literacy (New),"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Spanish, Portuguese (Brazil), French,",Approximate Completion Time in minutes = 7
MS Office Basic Computer Literacy (Sim) (New),"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 5
MS PowerPoint (New),"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.","Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), French, Spanish, Portuguese (Brazil),",Approximate Completion Time in minutes = 4
